PlantClass,RPS Eligible,SolarThermal,Small Hydro,CoGeneration,NewCombinedCycleUnit,Aging,OTC,Peaker,Year,State,CECPlantID,Unit,Status,StartDate,RetireDate,PrimeMoverID,PrimeMoverDesc,Capacity,GrossMWh,NetMWh,PriFuelUseMMBTU,PriEnergySource,SecFuelUseMMBTU,SecEnergySource
B,0,0,0,0,0,0,0,0,2013,CA,B0001,Unit 1,OP,7/1/2013 0:00,,OT,Other (Explain in Notes),2.4,0,552,0,BAT,0,UNK
B,0,0,0,0,0,0,0,0,2017,CA,B0007,Unit 1,OP,12/31/2016 0:00,,OT,Other (Explain in Notes),20,28974,26050,0.12,BAT,0,N/A
B,0,0,0,0,0,0,0,0,2018,CA,B0007,Unit 1,OP,12/31/2016 0:00,,OT,Other (Explain in Notes),20,21479,19012,0,BAT,0,N/A
B,0,0,0,0,0,0,0,0,2017,CA,B0011,Unit 1,OP,12/1/2016 0:00,,OT,Other (Explain in Notes),29.7,3955,2446,0,BAT,0,N/A
B,0,0,0,0,0,0,0,0,2018,CA,B0011,Unit 1,OP,12/1/2016 0:00,,OT,Other (Explain in Notes),29.7,0,0,0,BAT,0,N/A
B,0,0,0,0,0,0,0,0,2018,CA,B0014,MB20,OP,9/1/2016 0:00,,FC,Fuel Cell (electrochemical),1.4,10002,9152,74276,OBG,8959,NG
B,0,0,0,0,0,0,0,0,2018,CA,B0015,MB18,OP,12/16/2016 0:00,,FC,Fuel Cell (electrochemical),1.4,10442,9930,83320,NG,0,N/A
B,0,0,0,0,0,0,0,0,2018,CA,B0016,MB16,OP,12/15/2015 0:00,,FC,Fuel Cell (electrochemical),1.4,8922,8284,76947,NG,0,N/A
B,0,0,0,0,0,0,0,0,2017,CA,B0017,Unit 1,OP,10/1/2017 0:00,,OT,Other (Explain in Notes),2,82,57,0,BAT,0,N/A
B,0,0,0,0,0,0,0,0,2018,CA,B0017,Unit 1,OP,10/1/2017 0:00,,OT,Other (Explain in Notes),2,0,0,0,BAT,0,N/A
C,0,0,0,1,0,0,0,0,2011,CA,C0001,GEN 1,OP,12/1/1990 0:00,,ST,Steam Turbine,108,886321,779601,9245580,BIT,25271,NG
C,0,0,0,1,0,0,0,0,2001,CA,C0001,GEN 1,OP,12/1/1990 0:00,,ST,Steam Turbine,108,730570,661026,8205373,BIT,0,PC
C,0,0,0,1,0,0,0,0,2014,CA,C0001,GEN 1,RE,12/1/1990 0:00,10/1/2014 0:00,ST,Steam Turbine,108,384913.04,333205.04,4596524.02,BIT,7109,NG
C,0,0,0,1,0,0,0,0,2012,CA,C0001,GEN 1,OP,12/1/1990 0:00,,ST,Steam Turbine,108,642191,555437,7613376,BIT,23321,NG
C,0,0,0,1,0,0,0,0,2010,CA,C0001,GEN 1,OP,12/1/1990 0:00,,ST,Steam Turbine,108,888203,783630,9477852,BIT,8328,NG
C,0,0,0,1,0,0,0,0,2009,CA,C0001,GEN 1,OP,12/1/1990 0:00,,ST,Steam Turbine,108,888130,787137,9523446,BIT,21170,NG
C,0,0,0,1,0,0,0,0,2008,CA,C0001,GEN 1,OP,12/1/1990 0:00,,ST,Steam Turbine,108,891023,803083,9184217,BIT,16478,NG
C,0,0,0,1,0,0,0,0,2006,CA,C0001,GEN 1,OP,12/1/1990 0:00,,ST,Steam Turbine,108,845956,767795,8912960,BIT,24504,NG
C,0,0,0,1,0,0,0,0,2005,CA,C0001,GEN 1,OP,12/1/1990 0:00,,ST,Steam Turbine,108,842382,764480,6893458,BIT,2239461,PC
C,0,0,0,1,0,0,0,0,2002,CA,C0001,GEN 1,OP,12/1/1990 0:00,,ST,Steam Turbine,108,817746,740742,9186347,BIT,1465005,PC
C,0,0,0,1,0,0,0,0,2004,CA,C0001,GEN 1,OP,12/1/1990 0:00,,ST,Steam Turbine,108,824692,748828,7996839,BIT,1374608,PC
C,0,0,0,1,0,0,0,0,2003,CA,C0001,GEN 1,OP,12/1/1990 0:00,,ST,Steam Turbine,108,835326,757155,7253127,BIT,2214295,PC
C,0,0,0,1,0,0,0,0,2007,CA,C0001,GEN 1,OP,12/1/1990 0:00,,ST,Steam Turbine,108,873621,796516,9813135,BIT,0,NG
C,0,0,0,1,0,0,0,0,2013,CA,C0001,GEN 1,OP,12/1/1990 0:00,,ST,Steam Turbine,108,367902.13,320201.13,4204379.13,BIT,1958.11,NG
C,0,0,0,1,0,0,0,0,2018,CA,C0002,UNIT 1,OP,12/1/1982 0:00,,ST,Steam Turbine,35.8,246434,206936,3220853,PC,174184,NG
C,0,0,0,1,0,0,0,0,2011,CA,C0002,UNIT 1,OP,12/1/1982 0:00,,ST,Steam Turbine,35.8,240207,219405,3284096,PC,149928,NG
C,0,0,0,1,0,0,0,0,2012,CA,C0002,UNIT 1,OP,12/1/1982 0:00,,ST,Steam Turbine,35.8,277661,240157,3585696,PC,200740,NG
C,0,0,0,1,0,0,0,0,2013,CA,C0002,UNIT 1,OP,12/1/1982 0:00,,ST,Steam Turbine,35.8,228055,193884,2945490,PC,172275,NG
C,0,0,0,1,0,0,0,0,2014,CA,C0002,UNIT 1,OP,12/1/1982 0:00,,ST,Steam Turbine,35.8,248070,208442,3007933,PC,192133,NG
C,0,0,0,1,0,0,0,0,2015,CA,C0002,UNIT 1,OP,12/1/1982 0:00,,ST,Steam Turbine,35.8,265446,229334,3322333,PC,157925,NG
C,0,0,0,1,0,0,0,0,2017,CA,C0002,UNIT 1,OP,12/1/1982 0:00,,ST,Steam Turbine,35.8,283975,246165,3748842,PC,98535,NG
C,0,0,0,1,0,0,0,0,2008,CA,C0002,UNIT 1,OP,12/1/1982 0:00,,ST,Steam Turbine,35.8,243541,201402,3414459,PC,90403,NG
C,0,0,0,1,0,0,0,0,2016,CA,C0002,UNIT 1,OP,12/1/1982 0:00,,ST,Steam Turbine,35.8,236598,207055,3026192,PC,156174,NG
C,0,0,0,1,0,0,0,0,2009,CA,C0002,UNIT 1,OP,12/1/1982 0:00,,ST,Steam Turbine,35.8,231163,200461,2912438,PC,478298,NG
C,0,0,0,1,0,0,0,0,2007,CA,C0002,UNIT 1,OP,12/1/1982 0:00,,ST,Steam Turbine,35.8,234332,234332,3680422,PC,100353,NG
C,0,0,0,1,0,0,0,0,2006,CA,C0002,UNIT 1,OP,12/1/1982 0:00,,ST,Steam Turbine,35.8,239711,239711,3975973,PC,75639,NG
C,0,0,0,1,0,0,0,0,2005,CA,C0002,UNIT 1,OP,12/1/1982 0:00,,ST,Steam Turbine,35.8,281025,246820,3608038,PC,129141,NG
C,0,0,0,1,0,0,0,0,2004,CA,C0002,UNIT 1,OP,12/1/1982 0:00,,ST,Steam Turbine,35.8,247984,216601,2932280,PC,234359,NG
C,0,0,0,1,0,0,0,0,2003,CA,C0002,UNIT 1,OP,12/1/1982 0:00,,ST,Steam Turbine,35.8,268494,235084,3395057,PC,309249,NG
C,0,0,0,1,0,0,0,0,2002,CA,C0002,UNIT 1,OP,12/1/1982 0:00,,ST,Steam Turbine,35.8,296624,262510,3558329,PC,368377,NG
C,0,0,0,1,0,0,0,0,2001,CA,C0002,UNIT 1,OP,12/1/1982 0:00,,ST,Steam Turbine,35.8,256860,224838,3291944,PC,379282,NG
C,0,0,0,1,0,0,0,0,2010,CA,C0002,UNIT 1,OP,12/1/1982 0:00,,ST,Steam Turbine,35.8,232175,216872,3702030,PC,224750,NG
C,0,0,0,1,0,0,0,0,2001,CA,C0004,GEN 1,OP,12/1/1989 0:00,,ST,Steam Turbine,49.9,291512,250253,2558464,BIT,67022,PC
C,0,0,0,1,0,0,0,0,2007,CA,C0004,GEN 1,OP,12/1/1989 0:00,,ST,Steam Turbine,49.9,332132,288550,2964863,BIT,897901,PC
C,0,0,0,1,0,0,0,0,2006,CA,C0004,GEN 1,OP,12/1/1989 0:00,,ST,Steam Turbine,49.9,288071,235811,3007081,BIT,430125,PC
C,0,0,0,1,0,0,0,0,2005,CA,C0004,GEN 1,OP,12/1/1989 0:00,,ST,Steam Turbine,49.9,333255,289462,3979852,BIT,73311,PC
C,0,0,0,1,0,0,0,0,2004,CA,C0004,GEN 1,OP,12/1/1989 0:00,,ST,Steam Turbine,49.9,336497,290290,3792672,BIT,243180,PC
C,0,0,0,1,0,0,0,0,2002,CA,C0004,GEN 1,OP,12/1/1989 0:00,,ST,Steam Turbine,49.9,324544,324544,3675656,BIT,254034,PC
C,0,0,0,1,0,0,0,0,2009,CA,C0004,GEN 1,SB,12/1/1989 0:00,,ST,Steam Turbine,49.9,76393.08,64444.08,927364,BIT,95113,PC
C,0,0,0,1,0,0,0,0,2010,CA,C0004,GEN 1,RE,12/1/1989 0:00,12/31/2010 0:00,ST,Steam Turbine,49.9,0,0,0,BIT,0,PC
C,0,0,0,1,0,0,0,0,2003,CA,C0004,GEN 1,OP,12/1/1989 0:00,,ST,Steam Turbine,49.9,405691,355745,4563854,BIT,5824,PC
C,0,0,0,1,0,0,0,0,2008,CA,C0004,GEN 1,OP,12/1/1989 0:00,,ST,Steam Turbine,49.9,304110,263014,3452330,BIT,95113,PC
C,0,0,0,0,0,0,0,0,2008,CA,C0005,1,OS,6/1/1986 0:00,,ST,Steam Turbine,18.4,0.12,0.12,0,PC,0,UNK
C,0,0,0,0,0,0,0,0,2012,CA,C0005,1,RE,6/1/1986 0:00,12/31/2012 0:00,ST,Steam Turbine,18.4,0.1,0.1,0,PC,0,UNK
C,0,0,0,0,0,0,0,0,2011,CA,C0005,1,OS,6/1/1986 0:00,,ST,Steam Turbine,18.4,0.1,0.1,0,PC,0,UNK
C,0,0,0,0,0,0,0,0,2009,CA,C0005,1,OS,6/1/1986 0:00,,ST,Steam Turbine,18.4,0.12,0.12,0,PC,0,UNK
C,0,0,0,0,0,0,0,0,2007,CA,C0005,1,OS,6/1/1986 0:00,,ST,Steam Turbine,18.4,0.12,0.12,0,PC,0,UNK
C,0,0,0,0,0,0,0,0,2006,CA,C0005,1,OS,6/1/1986 0:00,,ST,Steam Turbine,18.4,0.12,0.12,0,PC,0,UNK
C,0,0,0,0,0,0,0,0,2005,CA,C0005,1,OS,6/1/1986 0:00,,ST,Steam Turbine,18.4,0.12,0.12,0,PC,0,UNK
C,0,0,0,0,0,0,0,0,2004,CA,C0005,1,OS,6/1/1986 0:00,,ST,Steam Turbine,18.4,0.12,0.12,0,PC,0,UNK
C,0,0,0,0,0,0,0,0,2003,CA,C0005,1,OS,6/1/1986 0:00,,ST,Steam Turbine,18.4,0.12,0.12,0,PC,0,UNK
C,0,0,0,0,0,0,0,0,2002,CA,C0005,1,OS,6/1/1986 0:00,,ST,Steam Turbine,18.4,0.12,0.12,0,PC,0,UNK
C,0,0,0,0,0,0,0,0,2001,CA,C0005,1,OS,6/1/1986 0:00,,ST,Steam Turbine,18.4,0.12,0.12,0,PC,0,UNK
C,0,0,0,0,0,0,0,0,2010,CA,C0005,1,OS,6/1/1986 0:00,,ST,Steam Turbine,18.4,0.12,0.12,0,PC,0,UNK
C,0,0,0,0,0,0,0,0,2010,CA,C0007,GEN 1,OP,9/1/1990 0:00,,ST,Steam Turbine,24,194543,167741,1900497,PC,54,DFO
C,0,0,0,0,0,0,0,0,2011,CA,C0007,GEN 1,RE,9/1/1990 0:00,10/18/2011 0:00,ST,Steam Turbine,24,102072.04,85575.04,1136642,PC,0,DFO
C,0,0,0,0,0,0,0,0,2009,CA,C0007,GEN 1,OP,9/1/1990 0:00,,ST,Steam Turbine,24,232610,201918,2256937,PC,54,DFO
C,0,0,0,0,0,0,0,0,2008,CA,C0007,GEN 1,OP,9/1/1990 0:00,,ST,Steam Turbine,24,232294,202505,2401072,PC,44,DFO
C,0,0,0,0,0,0,0,0,2007,CA,C0007,GEN 1,OP,9/1/1990 0:00,,ST,Steam Turbine,24,245153,214408,2750124,PC,218,DFO
C,0,0,0,0,0,0,0,0,2005,CA,C0007,GEN 1,OP,9/1/1990 0:00,,ST,Steam Turbine,24,228601,200288,2524351,PC,109,DFO
C,0,0,0,0,0,0,0,0,2004,CA,C0007,GEN 1,OP,9/1/1990 0:00,,ST,Steam Turbine,24,234306,205057,2594561,PC,163,DFO
C,0,0,0,0,0,0,0,0,2003,CA,C0007,GEN 1,OP,9/1/1990 0:00,,ST,Steam Turbine,24,241026,211731,2564173,PC,190,DFO
C,0,0,0,0,0,0,0,0,2002,CA,C0007,GEN 1,OP,9/1/1990 0:00,,ST,Steam Turbine,24,240917,210633,2661868,PC,1161,DFO
C,0,0,0,0,0,0,0,0,2001,CA,C0007,GEN 1,OP,9/1/1990 0:00,,ST,Steam Turbine,24,230024,199784,2568571,PC,4490,DFO
C,0,0,0,0,0,0,0,0,2006,CA,C0007,GEN 1,OP,9/1/1990 0:00,,ST,Steam Turbine,24,237844,207403,2377422,PC,54,DFO
C,0,0,0,0,0,0,0,0,2002,CA,C0008,GEN 1,OP,12/1/1990 0:00,,ST,Steam Turbine,19,175123,152949,1726185,PC,841,DFO
C,0,0,0,0,0,0,0,0,2012,CA,C0008,GEN 1,RE,12/1/1990 0:00,4/26/2012 0:00,ST,Steam Turbine,19,11156.7,9694.7,110609,PC,2117,DFO
C,0,0,0,0,0,0,0,0,2011,CA,C0008,GEN 1,OP,12/1/1990 0:00,,ST,Steam Turbine,19,158195,138078,1550460,PC,730,DFO
C,0,0,0,0,0,0,0,0,2010,CA,C0008,GEN 1,OP,12/1/1990 0:00,,ST,Steam Turbine,19,161232,141174,1609090,PC,2688,DFO
C,0,0,0,0,0,0,0,0,2008,CA,C0008,GEN 1,OP,12/1/1990 0:00,,ST,Steam Turbine,19,161444,139965,1632551,PC,2824,DFO
C,0,0,0,0,0,0,0,0,2006,CA,C0008,GEN 1,OP,12/1/1990 0:00,,ST,Steam Turbine,19,191382,168068,1941511,PC,595,DFO
C,0,0,0,0,0,0,0,0,2005,CA,C0008,GEN 1,OP,12/1/1990 0:00,,ST,Steam Turbine,19,189917,166108,1852105,PC,333,DFO
C,0,0,0,0,0,0,0,0,2001,CA,C0008,GEN 1,OP,12/1/1990 0:00,,ST,Steam Turbine,19,188748,165083,1758262,PC,1365,DFO
C,0,0,0,0,0,0,0,0,2003,CA,C0008,GEN 1,OP,12/1/1990 0:00,,ST,Steam Turbine,19,175277,152537,1741448,PC,1044,DFO
C,0,0,0,0,0,0,0,0,2007,CA,C0008,GEN 1,OP,12/1/1990 0:00,,ST,Steam Turbine,19,189511,166105,1881394,PC,499,DFO
C,0,0,0,0,0,0,0,0,2004,CA,C0008,GEN 1,OP,12/1/1990 0:00,,ST,Steam Turbine,19,178262,156432,1701736,PC,1204,DFO
C,0,0,0,0,0,0,0,0,2009,CA,C0008,GEN 1,OP,12/1/1990 0:00,,ST,Steam Turbine,19,174252,152294,1763205,PC,519,DFO
C,0,0,0,0,0,0,0,0,2012,CA,C0009,GEN 1,RE,12/1/1989 0:00,4/26/2012 0:00,ST,Steam Turbine,19,21077.7,17957.7,227051,PC,406,DFO
C,0,0,0,0,0,0,0,0,2002,CA,C0009,GEN 1,OP,12/1/1989 0:00,,ST,Steam Turbine,19,179670,156219,1898012,PC,1318,DFO
C,0,0,0,0,0,0,0,0,2003,CA,C0009,GEN 1,OP,12/1/1989 0:00,,ST,Steam Turbine,19,180958,157718,1834545,PC,1702,DFO
C,0,0,0,0,0,0,0,0,2004,CA,C0009,GEN 1,OP,12/1/1989 0:00,,ST,Steam Turbine,19,177471,154667,1748266,PC,760,DFO
C,0,0,0,0,0,0,0,0,2005,CA,C0009,GEN 1,OP,12/1/1989 0:00,,ST,Steam Turbine,19,187413,161740,1812034,PC,914,DFO
C,0,0,0,0,0,0,0,0,2006,CA,C0009,GEN 1,OP,12/1/1989 0:00,,ST,Steam Turbine,19,187652,163114,1784676,PC,263,DFO
C,0,0,0,0,0,0,0,0,2007,CA,C0009,GEN 1,OP,12/1/1989 0:00,,ST,Steam Turbine,19,181154,156707,1795526,PC,1339,DFO
C,0,0,0,0,0,0,0,0,2008,CA,C0009,GEN 1,OP,12/1/1989 0:00,,ST,Steam Turbine,19,176760,151626,1718123,PC,2394,DFO
C,0,0,0,0,0,0,0,0,2009,CA,C0009,GEN 1,OP,12/1/1989 0:00,,ST,Steam Turbine,19,178306,154963,1767436,PC,808,DFO
C,0,0,0,0,0,0,0,0,2010,CA,C0009,GEN 1,OP,12/1/1989 0:00,,ST,Steam Turbine,19,175618,152282,1716669,PC,595,DFO
C,0,0,0,0,0,0,0,0,2011,CA,C0009,GEN 1,OP,12/1/1989 0:00,,ST,Steam Turbine,19,172323,148727,1787424,PC,8264,DFO
C,0,0,0,0,0,0,0,0,2001,CA,C0009,GEN 1,OP,12/1/1989 0:00,,ST,Steam Turbine,19,188273,164546,1894590,PC,543,DFO
C,0,0,0,0,0,0,0,0,2002,CA,C0010,GEN 1,OP,10/1/1989 0:00,,ST,Steam Turbine,19,185184,161501,1710931,PC,1272,DFO
C,0,0,0,0,0,0,0,0,2006,CA,C0010,GEN 1,OP,10/1/1989 0:00,,ST,Steam Turbine,19,190368,163641,1876627,PC,193,DFO
C,0,0,0,0,0,0,0,0,2003,CA,C0010,GEN 1,OP,10/1/1989 0:00,,ST,Steam Turbine,19,178787,155963,1821103,PC,1417,DFO
C,0,0,0,0,0,0,0,0,2004,CA,C0010,GEN 1,OP,10/1/1989 0:00,,ST,Steam Turbine,19,179056,155286,1748266,PC,1908,DFO
C,0,0,0,0,0,0,0,0,2005,CA,C0010,GEN 1,OP,10/1/1989 0:00,,ST,Steam Turbine,19,191149,166329,1894546,PC,361,DFO
C,0,0,0,0,0,0,0,0,2007,CA,C0010,GEN 1,OP,10/1/1989 0:00,,ST,Steam Turbine,19,184711,160681,1826871,PC,730,DFO
C,0,0,0,0,0,0,0,0,2008,CA,C0010,GEN 1,OP,10/1/1989 0:00,,ST,Steam Turbine,19,166001,143513,1612508,PC,1728,DFO
C,0,0,0,0,0,0,0,0,2009,CA,C0010,GEN 1,OP,10/1/1989 0:00,,ST,Steam Turbine,19,180162,155398,1784610,PC,405,DFO
C,0,0,0,0,0,0,0,0,2010,CA,C0010,GEN 1,OP,10/1/1989 0:00,,ST,Steam Turbine,19,170136,147526,1706906,PC,2900,DFO
C,0,0,0,0,0,0,0,0,2011,CA,C0010,GEN 1,OP,10/1/1989 0:00,,ST,Steam Turbine,19,168309,144972,1764956,PC,971,DFO
C,0,0,0,0,0,0,0,0,2012,CA,C0010,GEN 1,RE,10/1/1989 0:00,4/26/2012 0:00,ST,Steam Turbine,19,20310.7,17256.7,227659,PC,212,DFO
C,0,0,0,0,0,0,0,0,2001,CA,C0010,GEN 1,OP,10/1/1989 0:00,,ST,Steam Turbine,19,184996,160753,1896834,PC,221,DFO
C,0,0,0,0,0,0,0,0,2003,CA,C0011,GEN 1,OP,8/1/1990 0:00,,ST,Steam Turbine,19,188722,166277,1896784,PC,870,DFO
C,0,0,0,0,0,0,0,0,2002,CA,C0011,GEN 1,OP,8/1/1990 0:00,,ST,Steam Turbine,19,184848,161559,1951690,PC,467,DFO
C,0,0,0,0,0,0,0,0,2012,CA,C0011,GEN 1,RE,8/1/1990 0:00,4/26/2012 0:00,ST,Steam Turbine,19,17496.7,15142.7,172577,PC,6,DFO
C,0,0,0,0,0,0,0,0,2011,CA,C0011,GEN 1,OP,8/1/1990 0:00,,ST,Steam Turbine,19,162150,141332,1601109,PC,706,DFO
C,0,0,0,0,0,0,0,0,2009,CA,C0011,GEN 1,OP,8/1/1990 0:00,,ST,Steam Turbine,19,176992,154835,1777292,PC,329,DFO
C,0,0,0,0,0,0,0,0,2010,CA,C0011,GEN 1,OP,8/1/1990 0:00,,ST,Steam Turbine,19,161297,140849,1626831,PC,1759,DFO
C,0,0,0,0,0,0,0,0,2004,CA,C0011,GEN 1,OP,8/1/1990 0:00,,ST,Steam Turbine,19,182131,159960,1797771,PC,1208,DFO
C,0,0,0,0,0,0,0,0,2005,CA,C0011,GEN 1,OP,8/1/1990 0:00,,ST,Steam Turbine,19,190917,167598,1885355,PC,419,DFO
C,0,0,0,0,0,0,0,0,2006,CA,C0011,GEN 1,OP,8/1/1990 0:00,,ST,Steam Turbine,19,189028,165573,1872310,PC,241,DFO
C,0,0,0,0,0,0,0,0,2007,CA,C0011,GEN 1,OP,8/1/1990 0:00,,ST,Steam Turbine,19,178490,156401,1779801,PC,497,DFO
C,0,0,0,0,0,0,0,0,2008,CA,C0011,GEN 1,OP,8/1/1990 0:00,,ST,Steam Turbine,19,176997,154609,1816227,PC,1398,DFO
C,0,0,0,0,0,0,0,0,2001,CA,C0011,GEN 1,OP,8/1/1990 0:00,,ST,Steam Turbine,19,184156,161757,1816491,PC,1166,DFO
C,0,0,0,0,0,0,0,0,2005,CA,C0012,GEN 1,OP,3/1/1990 0:00,,ST,Steam Turbine,19,187923,162397,1826238,PC,943,DFO
C,0,0,0,0,0,0,0,0,2001,CA,C0012,GEN 1,OP,3/1/1990 0:00,,ST,Steam Turbine,19,180004,154370,1800463,PC,1408,DFO
C,0,0,0,0,0,0,0,0,2008,CA,C0012,GEN 1,OP,3/1/1990 0:00,,ST,Steam Turbine,19,171920,148252,1673480,PC,2037,DFO
C,0,0,0,0,0,0,0,0,2002,CA,C0012,GEN 1,OP,3/1/1990 0:00,,ST,Steam Turbine,19,185268,160093,1712622,PC,2258,DFO
C,0,0,0,0,0,0,0,0,2007,CA,C0012,GEN 1,OP,3/1/1990 0:00,,ST,Steam Turbine,19,184177,160069,1812649,PC,754,DFO
C,0,0,0,0,0,0,0,0,2004,CA,C0012,GEN 1,OP,3/1/1990 0:00,,ST,Steam Turbine,19,172503,148817,1709212,PC,935,DFO
C,0,0,0,0,0,0,0,0,2009,CA,C0012,GEN 1,OP,3/1/1990 0:00,,ST,Steam Turbine,19,179236,152867,1740982,PC,739,DFO
C,0,0,0,0,0,0,0,0,2006,CA,C0012,GEN 1,OP,3/1/1990 0:00,,ST,Steam Turbine,19,188802,162514,1811491,PC,226,DFO
C,0,0,0,0,0,0,0,0,2012,CA,C0012,GEN 1,RE,3/1/1990 0:00,4/26/2012 0:00,ST,Steam Turbine,19,20991,17666,231655,PC,329,DFO
C,0,0,0,0,0,0,0,0,2011,CA,C0012,GEN 1,OP,3/1/1990 0:00,,ST,Steam Turbine,19,170734,146088,1765199,PC,728,DFO
C,0,0,0,0,0,0,0,0,2010,CA,C0012,GEN 1,OP,3/1/1990 0:00,,ST,Steam Turbine,19,177776,153160,1750691,PC,853,DFO
C,0,0,0,0,0,0,0,0,2003,CA,C0012,GEN 1,OP,3/1/1990 0:00,,ST,Steam Turbine,19,181867,157839,1818716,PC,1507,DFO
C,0,0,0,1,0,0,0,0,2005,CA,C0016,S/N 412585,OP,9/1/1988 0:00,,ST,Steam Turbine,63.6,495240,426837,3651322,BIT,1608139,PC
C,0,0,0,1,0,0,0,0,2001,CA,C0016,S/N 412585,OP,9/1/1988 0:00,,ST,Steam Turbine,63.6,439690,389909,3513977,BIT,1019191,PC
C,0,0,0,1,0,0,0,0,2002,CA,C0016,S/N 412585,OP,9/1/1988 0:00,,ST,Steam Turbine,63.6,470502,416958,3350432,BIT,1705073,PC
C,0,0,0,1,0,0,0,0,2004,CA,C0016,S/N 412585,OP,9/1/1988 0:00,,ST,Steam Turbine,63.6,475789,420822,3630211,BIT,1468820,PC
C,0,0,0,1,0,0,0,0,2006,CA,C0016,S/N 412585,OP,9/1/1988 0:00,,ST,Steam Turbine,63.6,444236,393688,3269921,BIT,1502338,PC
C,0,0,0,1,0,0,0,0,2007,CA,C0016,S/N 412585,OP,9/1/1988 0:00,,ST,Steam Turbine,63.6,436124,388529,3625742,BIT,1123670,PC
C,0,0,0,1,0,0,0,0,2008,CA,C0016,S/N 412585,OP,9/1/1988 0:00,,ST,Steam Turbine,63.6,460684,410108,4074020,BIT,962496,PC
C,0,0,0,1,0,0,0,0,2009,CA,C0016,S/N 412585,OP,9/1/1988 0:00,,ST,Steam Turbine,63.64,433106,384140,4017964,BIT,3767061.92,PC
C,0,0,0,1,0,0,0,0,2010,CA,C0016,S/N 412585,OP,9/1/1988 0:00,,ST,Steam Turbine,63.64,339339,298411,3222506,BIT,716145,PC
C,0,0,0,1,0,0,0,0,2011,CA,C0016,S/N 412585,RE,9/1/1988 0:00,11/1/2011 0:00,ST,Steam Turbine,63.6,164825.41,143917.32,1810368,BIT,83112,OBG 
C,0,0,0,1,0,0,0,0,2003,CA,C0016,S/N 412585,OP,9/1/1988 0:00,,ST,Steam Turbine,63.6,470046,415497,3566119,BIT,1525965,PC
C,0,0,0,1,0,0,0,0,2001,CA,C0017,TG #5,OP,12/1/1947 0:00,,ST,Steam Turbine,7.5,1502.11,1502.11,37550,NG,0,BIT
C,0,0,0,1,0,0,0,0,2009,CA,C0017,TG #5,OP,12/1/1947 0:00,,ST,Steam Turbine,7.5,3231.08,3231.08,40365,NG,0,BIT
C,0,0,0,1,0,0,0,0,2017,CA,C0017,TG #5,OP,12/1/1947 0:00,,ST,Steam Turbine,7.5,3141.09,2482.09,119007.09,NG,31204.09,BIT
C,0,0,0,1,0,0,0,0,2016,CA,C0017,TG #5,OP,12/1/1947 0:00,,ST,Steam Turbine,7.5,67.11,56.11,29.06,NG,2727,BIT
C,0,0,0,1,0,0,0,0,2015,CA,C0017,TG #5,OP,12/1/1947 0:00,,ST,Steam Turbine,7.5,1862.1,1862.1,46550,NG,0,BIT
C,0,0,0,1,0,0,0,0,2014,CA,C0017,TG #5,OP,12/1/1947 0:00,,ST,Steam Turbine,7.5,0.12,0.12,0,NG,0,BIT
C,0,0,0,1,0,0,0,0,2013,CA,C0017,TG #5,OP,12/1/1947 0:00,,ST,Steam Turbine,7.5,1.11,1.11,25,NG,0,BIT
C,0,0,0,1,0,0,0,0,2011,CA,C0017,TG #5,OP,12/1/1947 0:00,,ST,Steam Turbine,7.5,3.09,3.09,75,NG,0,BIT
C,0,0,0,1,0,0,0,0,2008,CA,C0017,TG #5,OP,12/1/1947 0:00,,ST,Steam Turbine,7.5,5983.07,5983.07,149575,NG,0,BIT
C,0,0,0,1,0,0,0,0,2007,CA,C0017,TG #5,OP,12/1/1947 0:00,,ST,Steam Turbine,7.5,2198.1,2198.1,54950,NG,0,BIT
C,0,0,0,1,0,0,0,0,2006,CA,C0017,TG #5,OP,12/1/1947 0:00,,ST,Steam Turbine,7.5,0.12,0.12,0,NG,0,BIT
C,0,0,0,1,0,0,0,0,2005,CA,C0017,TG #5,OP,12/1/1947 0:00,,ST,Steam Turbine,7.5,0.21,0.12,0,NG,0,BIT
C,0,0,0,1,0,0,0,0,2004,CA,C0017,TG #5,OP,12/1/1947 0:00,,ST,Steam Turbine,7.5,7226.07,7226.07,180650,NG,0,BIT
C,0,0,0,1,0,0,0,0,2018,CA,C0017,TG #5,OP,12/1/1947 0:00,,ST,Steam Turbine,7.5,1881.09,1542.09,70019.09,NG,8687.09,BIT
C,0,0,0,1,0,0,0,0,2002,CA,C0017,TG #5,OP,12/1/1947 0:00,,ST,Steam Turbine,7.5,13.11,13.11,325.29,NG,0,BIT
C,0,0,0,1,0,0,0,0,2012,CA,C0017,TG #5,OP,12/1/1947 0:00,,ST,Steam Turbine,7.5,708.09,708.08,17700,NG,0,BIT
C,0,0,0,1,0,0,0,0,2003,CA,C0017,TG #5,OP,12/1/1947 0:00,,ST,Steam Turbine,7.5,2502.1,2502.1,62550,NG,0,BIT
C,0,0,0,1,0,0,0,0,2010,CA,C0017,TG #5,OP,12/1/1947 0:00,,ST,Steam Turbine,7.5,4175.18,4175.18,104375,NG,0,BIT
C,0,0,0,1,0,0,0,0,2013,CA,C0017,TG #8,OP,5/1/1978 0:00,,ST,Steam Turbine,27.5,194011,163120,7581615,BIT,154283,NG
