"County","Sector","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997","1996","1995","1994","1993","1992","1991","1990","Total Usage"
"BUTTE","Total","    1479.210775","    1534.492656","    1486.524542","    1496.990082","    1491.908668","    1504.429510","    1508.130470","    1439.721545","    1426.857449","    1456.408827","    1470.802207","    1515.617147","    1428.368912","    1358.450140","    1377.940296","    1324.621261","    1349.329852","    1248.411205","    1564.508949","    1384.207787","    1280.500833","    1541.507515","    1371.460934","    1280.118768","    1519.236871","    1245.313236","    1284.006403","    1307.491598","    1401.795701","   41078.364139"
"CALAVERAS","Non-Residential","     129.666054","     132.581163","     117.148249","     119.382018","     126.035900","     125.859211","     124.029168","     124.456822","     116.893714","     121.260187","     119.359437","     122.330582","     123.266048","     119.895649","      99.087106","      94.780181","      97.364260","      86.515141","      81.848138","      79.783645","      76.174609","      76.243264","      69.294418","      65.145714","      86.719368","     101.921925","     107.287440","     108.402558","     105.650088","    3058.382057"
"CALAVERAS","Residential","     202.779767","     215.147744","     198.752467","     191.705184","     192.867729","     200.018332","     201.710548","     200.629843","     198.068763","     202.050995","     200.684529","     199.904684","     195.080656","     187.987183","     189.278127","     177.277281","     175.359697","     168.848427","     173.581127","     170.901347","     167.369797","     157.714415","     153.829455","     148.585115","     146.123388","     145.291775","     140.066797","     143.201069","     138.299372","    5183.115613"
"CALAVERAS","Total","     332.445821","     347.728906","     315.900716","     311.087202","     318.903628","     325.877542","     325.739716","     325.086665","     314.962477","     323.311182","     320.043966","     322.235265","     318.346704","     307.882832","     288.365233","     272.057463","     272.723957","     255.363568","     255.429265","     250.684992","     243.544406","     233.957679","     223.123873","     213.730829","     232.842757","     247.213700","     247.354237","     251.603627","     243.949460","    8241.497668"
"COLUSA","Non-Residential","     235.372158","     227.604484","     234.227066","     244.513369","     240.570148","     234.065914","     213.971475","     206.446520","     193.040212","     200.037944","     193.074400","     186.483865","     183.224933","     184.719636","     175.423030","     163.501641","     198.647619","     196.950031","     184.207127","     187.789259","     150.243733","     160.209239","     151.239858","     144.016009","     154.017770","     145.180261","     145.705115","     143.530792","     145.044750","    5423.058358"
"COLUSA","Residential","      65.824078","      68.631324","      64.983202","      64.437041","      64.870282","      64.849594","      65.669299","      64.398060","      63.431713","      65.593007","      64.254493","      64.189496","      65.001533","      63.477249","      59.635552","      58.228832","      54.718416","      53.398152","      56.692548","      54.987594","      54.668412","      54.037338","      53.461666","      50.557113","      50.078667","      49.733609","      50.535778","      50.731018","      50.598114","    1711.673180"
"COLUSA","Total","     301.196236","     296.235808","     299.210268","     308.950409","     305.440430","     298.915508","     279.640774","     270.844580","     256.471925","     265.630951","     257.328894","     250.673361","     248.226466","     248.196885","     235.058583","     221.730473","     253.366034","     250.348184","     240.899676","     242.776854","     204.912146","     214.246577","     204.701523","     194.573122","     204.096438","     194.913870","     196.240893","     194.261811","     195.642863","    7134.731542"
"CONTRA COSTA","Non-Residential","    6495.669665","    6840.589382","    6874.102774","    6776.011140","    6847.951995","    6359.564658","    6324.077383","    6350.149214","    6380.867319","    6305.439747","    6567.125112","    5855.006770","    5928.926073","    5838.549807","    5885.971333","    5705.085899","    5547.976541","    5858.847782","    5987.529699","    6516.863926","    6227.664337","    6966.512586","    6747.460390","    6841.034944","    6769.255690","    6651.078676","    6306.654200","    6346.411603","    6521.032055","  184623.410700"
"CONTRA COSTA","Residential","    2814.796953","    2898.220795","    2764.370282","    2742.073498","    2740.240644","    2771.722517","    2770.143237","    2751.599891","    2733.989451","    2787.812326","    2784.644845","    2738.315780","    2745.485523","    2662.061392","    2650.015448","    2540.188182","    2484.832635","    2371.265356","    2636.944329","    2494.698140","    2447.707554","    2341.155238","    2316.045847","    2177.154476","    2137.669934","    2167.951542","    2094.083360","    2073.815256","    2074.798616","   73713.803047"
"CONTRA COSTA","Total","    9310.466618","    9738.810177","    9638.473056","    9518.084638","    9588.192639","    9131.287174","    9094.220620","    9101.749106","    9114.856771","    9093.252073","    9351.769957","    8593.322550","    8674.411597","    8500.611199","    8535.986781","    8245.274081","    8032.809176","    8230.113138","    8624.474028","    9011.562066","    8675.371891","    9307.667823","    9063.506237","    9018.189420","    8906.925624","    8819.030219","    8400.737561","    8420.226858","    8595.830671","  258337.213749"
"DEL NORTE","Non-Residential","      92.114024","      93.485615","      91.696703","      95.084433","      92.636764","      99.007282","      99.874810","     105.713202","     108.102033","     108.363909","     113.254197","     121.662221","     108.669652","     106.892357","     112.771936","      98.687201","     100.219477","     105.214511","     122.873881","     109.232731","     107.553034","     105.919114","     107.879753","     102.987081","     103.611343","     105.320957","     105.410068","     106.598321","     101.667808","    3032.504418"
"DEL NORTE","Residential","     113.694574","     122.407324","     112.179574","     116.055484","     110.048401","     126.501570","     127.726173","     132.176036","     133.511470","     132.965611","     136.525455","     133.596613","     127.850050","     122.848691","     121.926210","     121.625989","     117.072231","     114.904332","     113.613677","     112.136921","     110.065812","     107.696817","     139.830574","     106.566610","     110.776041","     116.229421","     106.383258","     104.812778","      90.982237","    3442.709934"
"DEL NORTE","Total","     205.808598","     215.892939","     203.876277","     211.139918","     202.685165","     225.508851","     227.600983","     237.889238","     241.613503","     241.329520","     249.779652","     255.258834","     236.519702","     229.741049","     234.698146","     220.313189","     217.291708","     220.118843","     236.487557","     221.369652","     217.618846","     213.615931","     247.710327","     209.553691","     214.387384","     221.550379","     211.793326","     211.411099","     192.650044","    6475.214351"
"EL DORADO","Non-Residential","     469.656521","     480.562418","     461.153555","     450.106887","     469.720159","     486.314489","     489.074753","     481.675131","     477.598069","     499.213669","     516.056742","     515.661922","     519.994996","     475.393467","     442.165561","     419.746629","     458.928107","     478.336821","     474.338387","     454.567158","     433.336892","     423.822846","     422.535900","     398.007576","     369.031987","     369.163780","     363.447253","     342.454657","     352.182173","   12994.248505"
"EL DORADO","Residential","     748.960579","     778.976893","     753.591907","     723.831358","     722.993813","     757.523468","     765.486160","     763.102125","     763.815767","     770.002846","     771.052370","     760.311706","     760.010643","     731.933785","     723.304120","     689.502505","     665.922969","     635.307528","     659.062993","     645.345931","     634.835862","     591.638586","     576.954082","     558.651068","     548.553618","     550.149822","     529.892679","     539.328355","     524.585004","   19644.628542"
"EL DORADO","Total","    1218.617099","    1259.539311","    1214.745462","    1173.938246","    1192.713972","    1243.837958","    1254.560912","    1244.777256","    1241.413836","    1269.216514","    1287.109112","    1275.973627","    1280.005639","    1207.327251","    1165.469681","    1109.249134","    1124.851077","    1113.644349","    1133.401379","    1099.913088","    1068.172754","    1015.461433","     999.489981","     956.658644","     917.585605","     919.313603","     893.339931","     881.783012","     876.767177","   32638.877043"
"FRESNO","Non-Residential","    4907.627753","    4641.655361","    4962.678732","    5012.233259","    4981.363605","    4819.061228","    4675.436682","    4294.639416","    4357.089238","    4462.226035","    4566.924289","    4583.157809","    4022.146659","    3966.009498","    4213.095259","    3977.764821","    4204.097849","    4107.525754","    4114.439441","    3983.992365","    3587.493948","    3841.740273","    3657.816323","    3540.037513","    3675.529637","    3454.815738","    3662.958348","    3431.774323","    3257.075644","  120962.406800"
"FRESNO","Residential","    2744.267090","    2795.322271","    2662.644724","    2674.195219","    2704.396374","    2693.670785","    2706.850379","    2591.308520","    2546.317527","    2615.705793","    2550.603439","    2521.674102","    2489.883989","    2377.024449","    2351.390196","    2299.324628","    2157.222046","    2082.563129","    2280.804406","    2109.267446","    2053.582810","    2033.819526","    2015.179260","    1895.082375","    1874.339769","    1832.378756","    1865.168616","    1840.839026","    1785.877540","   67150.704190"
"FRESNO","Total","    7651.894842","    7436.977632","    7625.323456","    7686.428478","    7685.759978","    7512.732013","    7382.287061","    6885.947936","    6903.406765","    7077.931828","    7117.527728","    7104.831911","    6512.030648","    6343.033947","    6564.485455","    6277.089449","    6361.319895","    6190.088883","    6395.243848","    6093.259811","    5641.076758","    5875.559798","    5672.995583","    5435.119888","    5549.869406","    5287.194494","    5528.126964","    5272.613349","    5042.953184","  188113.110988"
"GLENN","Non-Residential","     314.935292","     296.677120","     276.414306","     294.464463","     291.473564","     257.911754","     213.366593","     203.172548","     206.570891","     211.473927","     237.698154","     260.610514","     288.620478","     271.755201","     329.781168","     271.842726","     401.663116","     305.576004","     275.703534","     296.276346","     261.330357","     287.313489","     257.774030","     285.279977","     225.332979","     219.644395","     221.887668","     220.841250","     325.951850","    7811.343694"
"GLENN","Residential","      92.525338","      96.037645","      91.076379","      90.436030","      91.396388","      92.600924","      93.406129","      91.589762","      91.116628","      93.566425","      92.111384","      91.030965","      91.728413","      89.370165","      87.503719","      85.028453","      83.143351","      79.875324","      85.040456","      84.031922","      82.054330","      80.814743","      81.231995","      77.634517","      77.620997","      76.907618","      78.464810","      79.317239","      78.498601","    2505.160650"
"GLENN","Total","     407.460629","     392.714765","     367.490686","     384.900493","     382.869953","     350.512678","     306.772722","     294.762310","     297.687519","     305.040352","     329.809538","     351.641479","     380.348891","     361.125366","     417.284887","     356.871179","     484.806467","     385.451327","     360.743989","     380.308267","     343.384687","     368.128232","     339.006026","     362.914494","     302.953975","     296.552012","     300.352478","     300.158489","     404.450451","   10316.504341"
"HUMBOLDT","Non-Residential","     428.789637","     428.665747","     409.222021","     434.577097","     444.865908","     449.576965","     434.678030","     439.692417","     448.453286","     445.853699","     570.848988","     629.128060","     641.605882","     602.115960","     623.569369","     602.083902","     648.360604","     668.765629","     828.511048","     831.365948","     807.877611","     753.042136","     772.484699","     818.834965","     812.165610","     762.851136","     734.600335","     758.348590","     731.030954","   17961.966233"
"HUMBOLDT","Residential","     372.140643","     396.102388","     399.105809","     389.990132","     395.855367","     441.881333","     465.706650","     476.201780","     478.969039","     462.076678","     440.395754","     416.974615","     381.075575","     359.185691","     338.045831","     315.470915","     308.796388","     296.899316","     310.699293","     310.967570","     294.940346","     287.670931","     279.051340","     282.061741","     273.032342","     278.614872","     269.871863","     277.481786","     276.637302","   10275.903290"
"HUMBOLDT","Total","     800.930280","     824.768135","     808.327830","     824.567229","     840.721275","     891.458298","     900.384679","     915.894196","     927.422325","     907.930378","    1011.244742","    1046.102675","    1022.681457","     961.301651","     961.615200","     917.554817","     957.156992","     965.664945","    1139.210340","    1142.333519","    1102.817957","    1040.713067","    1051.536039","    1100.896706","    1085.197952","    1041.466008","    1004.472197","    1035.830376","    1007.668256","   28237.869521"
"IMPERIAL","Non-Residential","     802.778798","     793.032225","     875.730223","     867.980839","     895.608096","     911.037447","     923.602615","     915.178627","     894.055068","     911.697465","     961.390437","     877.944674","     908.911968","     936.079951","     948.499717","     912.407396","     810.708848","     869.704148","     721.711678","     559.984103","     620.023033","     813.513137","     822.645625","     810.426160","     794.266556","     763.275605","     686.033622","     644.086319","     640.630874","   23892.945254"
"IMPERIAL","Residential","     624.915454","     618.989015","     543.159545","     536.315921","     539.648944","     534.947372","     544.227415","     518.542842","     501.861949","     517.554176","     503.984111","     522.237482","     527.505519","     486.254405","     478.134462","     476.988502","     445.549367","     464.963421","     370.534379","     403.588289","     367.229676","     350.996039","     330.261908","     304.076615","     310.161299","      67.399539","      67.375904","      77.573168","     136.984365","   12171.961083"
"IMPERIAL","Total","    1427.694252","    1412.021240","    1418.889768","    1404.296760","    1435.257040","    1445.984819","    1467.830030","    1433.721469","    1395.917017","    1429.251641","    1465.374548","    1400.182156","    1436.417487","    1422.334355","    1426.634179","    1389.395898","    1256.258215","    1334.667569","    1092.246057","     963.572392","     987.252709","    1164.509176","    1152.907533","    1114.502774","    1104.427855","     830.675143","     753.409526","     721.659488","     777.615239","   36064.906335"
"INYO","Non-Residential","     151.167416","     145.828089","     167.572711","     151.014083","     154.011619","     172.953321","     179.548967","     179.868547","     172.217537","     173.246077","     156.131532","     159.444220","     166.323902","     165.698621","     175.859962","     165.568867","     174.036727","     172.518465","     179.985939","      82.784132","      61.149428","      60.496685","      58.761216","      54.044894","      49.959156","      46.434196","      45.375623","      50.120816","      57.256892","    3729.379640"
"INYO","Residential","      60.013788","      60.465891","      62.807670","      57.322839","      61.033607","      60.354511","      60.963913","      57.765555","      57.759072","      58.394708","      54.909089","      56.812374","      52.930928","      56.404796","      57.033355","      49.450452","      49.335328","      48.278468","      50.571939","      33.416124","      33.776659","      32.764011","      32.911372","      31.733539","      32.704783","      32.482845","      32.188117","      32.581660","      32.221356","    1399.388749"
"INYO","Total","     211.181204","     206.293981","     230.380381","     208.336922","     215.045226","     233.307832","     240.512880","     237.634102","     229.976609","     231.640785","     211.040622","     216.256594","     219.254831","     222.103417","     232.893317","     215.019319","     223.372055","     220.796933","     230.557877","     116.200256","      94.926087","      93.260696","      91.672588","      85.778432","      82.663938","      78.917041","      77.563740","      82.702477","      89.478248","    5128.768390"
"KERN","Non-Residential","   13560.561999","   16133.123857","   14265.094960","   12901.915876","   11988.602914","   12748.151088","   14399.355932","   13811.587241","   12859.665860","   12271.541376","   13303.384299","   15151.845369","   14398.341150","   12974.298013","   14662.094923","   13091.062450","   12603.753622","   11066.911919","    9719.778231","    9750.178931","    7859.463904","    9834.306829","    9090.895241","    7834.359024","    9423.064751","    8472.601698","    9161.737607","    9020.578232","   12082.611166","  344440.868462"
"KERN","Residential","    2381.833089","    2367.305093","    2264.619505","    2267.943879","    2306.080250","    2275.302343","    2275.997190","    2141.569372","    2095.804173","    2171.622819","    2146.901568","    2091.414749","    2052.653093","    1972.924944","    1865.689174","    1832.112153","    1677.638100","    1635.046327","    1714.089508","    1610.442723","    1558.225266","    1551.094451","    1546.441563","    1450.188794","    1452.922764","    1422.316371","    1459.067510","    1431.212946","    1377.497276","   54395.956993"
"KERN","Total","   15942.395088","   18500.428950","   16529.714465","   15169.859754","   14294.683163","   15023.453430","   16675.353123","   15953.156613","   14955.470033","   14443.164196","   15450.285867","   17243.260118","   16450.994243","   14947.222957","   16527.784097","   14923.174603","   14281.391723","   12701.958247","   11433.867739","   11360.621654","    9417.689169","   11385.401280","   10637.336804","    9284.547817","   10875.987515","    9894.918069","   10620.805116","   10451.791178","   13460.108442","  398836.825453"
"KINGS","Non-Residential","    1400.775576","    1139.491405","    1426.210327","    1407.977955","    1440.624966","    1414.018348","    1311.780468","    1069.363718","    1104.854984","    1221.357340","    1137.444539","    1076.674865","    1031.794557","     984.742764","    1008.936974","     763.557326","     688.776033","     640.814277","     643.209937","     693.797213","     674.310508","     731.746107","     690.887686","     662.551733","     769.032434","     657.159263","     787.960918","     785.165653","     739.232692","   28104.250566"
"KINGS","Residential","     385.064870","     388.117259","     365.334662","     368.152945","     376.954514","     371.396890","     368.914891","     354.431955","     348.665297","     364.923953","     358.906996","     346.838550","     355.592547","     330.224385","     326.284498","     313.904631","     291.769429","     283.642892","     291.393185","     273.951361","     265.431352","     265.212348","     261.264399","     243.132359","     241.366747","     232.703312","     233.932851","     231.619948","     224.178059","    9063.307085"
"KINGS","Total","    1785.840446","    1527.608664","    1791.544989","    1776.130901","    1817.579480","    1785.415238","    1680.695359","    1423.795672","    1453.520281","    1586.281294","    1496.351535","    1423.513415","    1387.387104","    1314.967150","    1335.221472","    1077.461956","     980.545463","     924.457169","     934.603122","     967.748574","     939.741860","     996.958456","     952.152085","     905.684092","    1010.399181","     889.862575","    1021.893769","    1016.785601","     963.410751","   37167.557654"
"LAKE","Non-Residential","     162.317504","     169.044340","     158.761639","     154.671796","     155.889511","     167.398119","     163.889304","     161.169835","     159.379856","     163.180679","     170.782145","     169.708926","     384.035252","     365.083572","     286.985726","     291.990010","     217.751838","     209.266120","     180.258255","     173.989681","     156.119496","     148.937179","     171.257726","     247.448888","     245.169344","     236.455026","     251.022780","     250.992468","     236.340739","    6009.297754"
"LAKE","Residential","     280.210793","     295.650605","     282.515074","     276.406893","     285.517511","     302.440947","     302.247964","     298.350237","     294.508814","     289.335412","     284.677643","     275.057731","     269.067339","     259.079053","     256.934903","     243.787239","     244.755577","     237.521325","     243.297772","     243.110519","     238.969509","     221.693369","     226.495337","     215.371804","     220.759978","     222.324330","     215.200739","     222.194828","     215.462829","    7462.946074"
"LAKE","Total","     442.528296","     464.694944","     441.276713","     431.078689","     441.407022","     469.839066","     466.137268","     459.520073","     453.888670","     452.516091","     455.459788","     444.766658","     653.102591","     624.162625","     543.920629","     535.777249","     462.507415","     446.787446","     423.556028","     417.100199","     395.089005","     370.630548","     397.753063","     462.820692","     465.929322","     458.779355","     466.223519","     473.187296","     451.803569","   13472.243829"
"LASSEN","Non-Residential","     309.202996","     283.515866","     357.583841","     305.774430","     337.761333","     321.573529","     307.935754","     298.067041","     281.120498","     285.805885","     157.543524","     149.038617","     184.401874","     184.685297","     189.128716","     162.227310","     159.274479","     161.797258","     135.133659","     133.465972","     124.821803","     129.457224","     128.569178","     102.402482","     115.048709","      73.210790","      78.849461","      99.889135","      96.656060","    5653.942721"
"LASSEN","Residential","     100.540875","     102.100052","      99.557021","      94.823925","      94.188136","     104.372640","     102.255359","     103.659073","     104.821915","     106.525141","     107.036253","     104.110912","     106.142579","     105.254849","     102.440584","      99.290481","      97.276737","      94.630059","     103.681384","     102.022026","     101.049643","      97.219052","      95.941076","      94.504263","      95.123652","      75.845378","      71.091236","      93.796861","      87.300980","    2846.602142"
"LASSEN","Total","     409.743871","     385.615919","     457.140862","     400.598356","     431.949469","     425.946169","     410.191113","     401.726113","     385.942412","     392.331026","     264.579778","     253.149530","     290.544454","     289.940146","     291.569300","     261.517791","     256.551216","     256.427317","     238.815043","     235.487998","     225.871446","     226.676276","     224.510254","     196.906744","     210.172361","     149.056168","     149.940696","     193.685996","     183.957040","    8500.544864"
"LOS ANGELES","Non-Residential","   47441.213221","   48029.979504","   49118.518074","   49129.938270","   49193.414617","   47746.272756","   48192.630284","   48139.854527","   48545.878362","   49370.754572","   50976.723147","   50727.100895","   50560.894766","   50281.715993","   49707.008004","   49458.881933","   49793.485273","   51530.937463","   50550.423741","   49046.211390","   48469.758618","   48283.623924","   47856.750206","   45640.464246","   46714.161197","   46439.952047","   46894.399047","   46402.250263","   47785.455965"," 1412028.652305"
"LOS ANGELES","Residential","   21044.973883","   21161.883154","   20330.149542","   20471.807121","   20752.656423","   20620.155129","   21082.236292","   20069.358771","   19726.423728","   20594.680058","   21118.100890","   20537.017828","   20378.137996","   19711.894073","   19507.886690","   19056.852284","   17917.928809","   18212.698665","   18891.733869","   17665.183612","   17234.648178","   17578.672243","   16322.056869","   16823.635934","   16065.583395","   15759.083038","   16377.794989","   16310.884065","   16960.720058","  548284.837586"
"LOS ANGELES","Total","   68486.187103","   69191.862658","   69448.667616","   69601.745392","   69946.071041","   68366.427885","   69274.866576","   68209.213298","   68272.302089","   69965.434630","   72094.824036","   71264.118723","   70939.032762","   69993.610067","   69214.894694","   68515.734217","   67711.414082","   69743.636128","   69442.157609","   66711.395002","   65704.406795","   65862.296167","   64178.807075","   62464.100181","   62779.744592","   62199.035085","   63272.194036","   62713.134329","   64746.176022"," 1960313.489890"
"MADERA","Non-Residential","    1235.398393","    1162.564539","    1173.730511","    1277.849730","    1238.300843","    1147.972250","    1099.580627","     971.557485","     969.799908","    1020.169297","    1008.883639","     963.521122","     790.018482","     769.200732","     816.721766","     732.581370","     792.924523","     781.519181","     770.836849","     788.578894","     695.494234","     759.050317","     727.825825","     683.532230","     738.283857","     679.458503","     695.604976","     642.832938","     631.454470","   25765.247491"
"MADERA","Residential","     430.174209","     439.972641","     421.339277","     421.333410","     425.870483","     429.739912","     430.573951","     415.392697","     408.542668","     415.226277","     411.179218","     408.064610","     399.850532","     381.311175","     373.243051","     361.715230","     336.194714","     324.827349","     339.673139","     333.075387","     321.720353","     311.941573","     309.062289","     290.707813","     286.221168","     279.636988","     278.816591","     274.482487","     262.454632","   10522.343824"
"MADERA","Total","    1665.572602","    1602.537180","    1595.069788","    1699.183139","    1664.171326","    1577.712162","    1530.154577","    1386.950182","    1378.342576","    1435.395574","    1420.062857","    1371.585732","    1189.869015","    1150.511907","    1189.964817","    1094.296599","    1129.119237","    1106.346530","    1110.509989","    1121.654281","    1017.214588","    1070.991890","    1036.888114","     974.240043","    1024.505025","     959.095491","     974.421567","     917.315425","     893.909102","   36287.591315"
"MARIN","Non-Residential","     680.105725","     724.543372","     689.689438","     701.612393","     701.843583","     711.054694","     701.016599","     707.516974","     724.084848","     753.590865","     761.603010","     742.560372","     723.039457","     714.385071","     741.026030","     724.285949","     763.926389","     733.627606","     789.230977","     742.569359","     713.794488","     737.830002","     703.303158","     687.441333","     687.312474","     694.873997","     685.006788","     642.907839","     658.488510","   20742.271300"
"MARIN","Residential","     649.081843","     660.364610","     653.070849","     653.265528","     653.434023","     684.917198","     689.884273","     702.366977","     702.841080","     708.287373","     704.375373","     704.555416","     705.118701","     689.811537","     687.877894","     660.732058","     659.878708","     638.338756","     701.179536","     701.986992","     679.985104","     650.725465","     641.424276","     632.300683","     615.883459","     619.375851","     597.767275","     607.809672","     602.554328","   19259.194838"
"MARIN","Total","    1329.187568","    1384.907982","    1342.760287","    1354.877922","    1355.277606","    1395.971892","    1390.900872","    1409.883951","    1426.925928","    1461.878238","    1465.978383","    1447.115788","    1428.158158","    1404.196608","    1428.903924","    1385.018007","    1423.805097","    1371.966363","    1490.410514","    1444.556351","    1393.779592","    1388.555466","    1344.727434","    1319.742016","    1303.195933","    1314.249848","    1282.774063","    1250.717511","    1261.042838","   40001.466140"
"MARIPOSA","Non-Residential","      43.947123","      40.581794","      38.926120","      39.307825","      41.324392","      41.643963","      40.820775","      39.031094","      39.757618","      47.318097","      58.134492","      55.162354","      38.474396","      36.165623","      38.479444","      40.124197","      41.911909","      43.139677","      42.424848","      58.972474","      59.810070","      58.239298","      57.650984","      55.868506","      57.081462","      49.757088","      53.678620","      55.506242","      48.887640","    1362.128125"
"MARIPOSA","Residential","      69.125082","      71.144581","      69.065553","      67.609430","      68.640691","      71.816597","      72.384377","      71.899028","      72.567127","      72.861885","      73.078004","      72.471608","      69.983501","      67.413264","      67.784376","      65.009402","      62.777007","      61.524207","      64.733698","      65.123574","      63.805344","      60.825895","      60.508737","      58.417654","      56.751586","      55.775800","      54.215393","      55.541087","      53.734453","    1896.588941"
"MARIPOSA","Total","     113.072205","     111.726375","     107.991673","     106.917256","     109.965083","     113.460560","     113.205152","     110.930121","     112.324745","     120.179982","     131.212496","     127.633961","     108.457897","     103.578888","     106.263820","     105.133598","     104.688916","     104.663885","     107.158546","     124.096049","     123.615414","     119.065193","     118.159721","     114.286160","     113.833048","     105.532888","     107.894014","     111.047330","     102.622092","    3258.717068"
"MENDOCINO","Non-Residential","     277.748034","     282.221848","     279.609640","     273.749144","     269.515387","     269.418120","     269.319601","     266.736656","     261.061170","     262.310492","     279.166031","     283.286790","     397.165962","     406.565017","     287.497035","     279.753300","     296.013661","     309.193050","     358.343057","     356.354425","     317.792238","     360.999696","     343.145685","     325.062839","     329.924308","     333.750328","     326.565952","     311.806066","     337.309060","    8951.384592"
"MENDOCINO","Residential","     289.692501","     305.907701","     300.893534","     294.172808","     295.433059","     324.654025","     333.350749","     337.505440","     340.030182","     340.437699","     338.778170","     331.108021","     314.159273","     295.527969","     285.009445","     265.381675","     264.181162","     256.306565","     279.372703","     271.097254","     259.865243","     249.428718","     253.175540","     235.357224","     240.739424","     243.797244","     239.200107","     249.050097","     248.238280","    8281.851812"
"MENDOCINO","Total","     567.440535","     588.129549","     580.503174","     567.921952","     564.948446","     594.072145","     602.670350","     604.242096","     601.091353","     602.748191","     617.944201","     614.394812","     711.325235","     702.092987","     572.506480","     545.134975","     560.194823","     565.499616","     637.715760","     627.451679","     577.657480","     610.428414","     596.321226","     560.420063","     570.663732","     577.547572","     565.766058","     560.856163","     585.547341","   17233.236408"
"MERCED","Non-Residential","    2853.981272","    3241.519671","    2769.552926","    2222.147168","    2307.423763","    2363.376237","    2604.448820","    2983.156777","    2739.747254","    2066.361868","    2056.047365","    3010.018533","    2154.070825","    2275.393874","    2470.246335","    2264.325693","    2388.289927","    2265.793743","    2326.722409","    2719.787749","    1891.781747","    2239.912634","    2259.405903","    2082.363487","    1684.929839","    2338.478400","    1728.999635","    1630.122838","    1891.488283","   67829.894975"
"MERCED","Residential","     713.735030","     737.960161","     702.848973","     706.260171","     718.838588","     697.654027","     703.847811","     676.883289","     657.882252","     676.713937","     668.964374","     657.953164","     654.580690","     620.884598","     612.594310","     593.033773","     562.797184","     539.405968","     555.908097","     536.279291","     519.539331","     509.773267","     502.477454","     475.984955","     471.520428","     464.213059","     414.612266","     410.238408","     445.584211","   17208.969067"
"MERCED","Total","    3567.716303","    3979.479833","    3472.401900","    2928.407339","    3026.262351","    3061.030264","    3308.296631","    3660.040066","    3397.629506","    2743.075804","    2725.011739","    3667.971697","    2808.651515","    2896.278472","    3082.840645","    2857.359467","    2951.087111","    2805.199711","    2882.630506","    3256.067040","    2411.321078","    2749.685901","    2761.883357","    2558.348443","    2156.450267","    2802.691459","    2143.611901","    2040.361245","    2337.072494","   85038.864045"
"MODOC","Non-Residential","      91.214826","      92.909994","      95.052513","     110.235143","     114.232138","     107.906257","     106.391512","      87.847398","      93.720650","      97.662771","      97.814449","      87.753975","     101.258056","      95.925456","      95.225146","     112.642497","     106.295988","     108.410231","     109.576587","     109.597951","      84.428478","     107.788858","     111.510432","      83.522654","      88.038808","      97.560813","     109.085654","      73.770641","      89.335467","    2866.715343"
"MODOC","Residential","      57.040549","      59.283970","      56.581161","      54.069319","      53.422913","      61.008204","      57.447446","      61.363255","      60.279271","      61.354571","      63.026113","      58.710808","      59.044041","      57.577305","      56.453333","      56.767659","      55.363948","      53.733110","      55.575865","      56.781566","      58.079964","      56.802300","      64.699111","      53.878076","      55.755366","      58.621914","      53.699222","      54.603130","      50.605452","    1661.628942"
"MODOC","Total","     148.255375","     152.193964","     151.633674","     164.304461","     167.655050","     168.914461","     163.838958","     149.210652","     153.999921","     159.017342","     160.840561","     146.464782","     160.302097","     153.502761","     151.678479","     169.410156","     161.659936","     162.143341","     165.152453","     166.379517","     142.508443","     164.591158","     176.209543","     137.400730","     143.794174","     156.182727","     162.784875","     128.373771","     139.940919","    4528.344281"
"MONO","Non-Residential","     111.908319","     109.454664","     107.246689","     111.482643","     103.900096","     105.545029","     103.224998","     109.001532","     106.848829","     108.674520","     107.159110","      87.818503","      91.089757","     100.751826","     102.595539","      75.240664","      59.018998","      50.321903","      54.999755","      68.118334","      97.356463","      99.165710","      89.163471","      83.781057","      84.122684","      80.989146","      80.400407","     100.264493","      74.302017","    2663.947156"
"MONO","Residential","      88.036095","      93.967869","      84.789601","      78.857738","      87.621735","      98.825775","      93.682820","      95.687219","      94.325758","      91.016854","      92.557170","      97.762652","      83.816991","      94.855351","      92.488524","      88.224525","      86.710240","      86.208509","      91.895434","      84.916159","      88.989198","      81.892419","      81.123803","      81.678987","      85.462068","      85.942805","      81.819393","      84.602740","      85.017504","    2562.775936"
"MONO","Total","     199.944413","     203.422533","     192.036290","     190.340381","     191.521831","     204.370804","     196.907819","     204.688751","     201.174586","     199.691374","     199.716280","     185.581155","     174.906748","     195.607177","     195.084062","     163.465190","     145.729238","     136.530412","     146.895189","     153.034493","     186.345661","     181.058130","     170.287274","     165.460044","     169.584752","     166.931950","     162.219800","     184.867233","     159.319521","    5226.723091"
"MONTEREY","Non-Residential","    1826.095547","    1902.386485","    1897.962615","    1989.350631","    1933.604818","    1911.217631","    1828.075467","    1842.787007","    1840.698041","    1873.223957","    1892.905365","    1848.173026","    1830.422439","    1840.715315","    1894.950076","    1892.444533","    1873.372052","    1812.827063","    1781.440093","    1760.429573","    1595.639687","    1697.108583","    1611.814796","    1653.139144","    1469.483303","    1580.229134","    1603.913014","    1554.741172","    1514.250912","   51553.401479"
