Address,Comparison Field,Vintage,All Other,Group Comparison,City1,County1,ENERGYSTARCertified 2018,ENERGY STAR Score,Latitude1,Longitude1,Postal Code,Property Type,Property Type (Legend),Building GFA (SqFt),Property Id,Property Name,State1,Report Type,Site EUI (WN kBtu/SqFt),Year Built
6175 Paseo Del Norte,Search Above for Results,1990-1999,FALSE, ,CARLSBAD,San Diego,Not Certified, ,33.116895,-117.317047,92011,Self-Storage Facility,Warehouse & Self-Storage,"105,954",6437865,U-Haul Moving & Storage of Carlsbad (732026),CA,Energy Metrics,7,1993
2317 Main Street,Search Above for Results,1990-1999,FALSE, ,CHULA VISTA,San Diego,Not Certified, ,32.593895,-117.08309,91911,Self-Storage Facility,Warehouse & Self-Storage,"63,944",6315014,20292-Chula Vista / Main Street,CA,Energy Metrics,3,1995
810 Lazo Court,Search Above for Results,2000-2009,FALSE, ,CHULA VISTA,San Diego,Not Certified, ,32.6374,-117.02725,91910,Self-Storage Facility,Warehouse & Self-Storage,"95,025",6358532,A-1 Self Storage #655,CA,Energy Metrics,5,2000
366 W El Norte Parkway,Search Above for Results,2000-2009,FALSE, ,ESCONDIDO,San Diego,Not Certified, ,33.144136,-117.096514,92026,Self-Storage Facility,Warehouse & Self-Storage,"69,539",7658153,366 W El Norte Parkway,CA,Energy Metrics, ,2000
1625 West Vista Way,Search Above for Results,2000-2009,FALSE, ,VISTA,San Diego,Not Certified, ,33.1909,-117.276587,92083,Self-Storage Facility,Warehouse & Self-Storage,"147,933",6351284,CubeSmart (CA) - Store 762,CA,Energy Metrics,4,2001
1531 Montiel Road,Search Above for Results,2000-2009,FALSE, ,ESCONDIDO,San Diego,Not Certified, ,33.129214,-117.110996,92026,Self-Storage Facility,Warehouse & Self-Storage,"143,845",6351283,CubeSmart (CA) - Store 712,CA,Energy Metrics,3,2003
1247 Sweetwater Road,Search Above for Results,2000-2009,FALSE, ,SPRING VALLEY,San Diego,Not Certified, ,32.716127,-117.012842,91977,Self-Storage Facility,Warehouse & Self-Storage,"177,625",6336101,27262-Spring Valley / Sweetwater RD,CA,Energy Metrics,4,2003
6211 Corte Del Abeto,Search Above for Results,2000-2009,FALSE, ,CARLSBAD,San Diego,Not Certified, ,33.120968,-117.279315,92009,Self-Storage Facility,Warehouse & Self-Storage,"106,330",6315009,07212-Carlsbad / Corte DEL Abeto,CA,Energy Metrics,4,2004
"9893 Riverford Rd, Lakeside",Search Above for Results,2000-2009,FALSE, ,LAKESIDE,San Diego,Not Certified, ,32.856043,-116.946932,92040,Self-Storage Facility,Warehouse & Self-Storage,"88,087",6358518,A-1 Self Storage #245,CA,Energy Metrics,4,2005
124 Nettleton Rd.,Search Above for Results,2000-2009,FALSE, ,VISTA,San Diego,Not Certified, ,33.187569,-117.282523,92083,Self-Storage Facility,Warehouse & Self-Storage,"88,421",6835917,A-1 Self Storage #571,CA,Energy Metrics,4,2005
3750 Willow Glen Dr.,Search Above for Results,2000-2009,FALSE, ,EL CAJON,San Diego,Not Certified, ,32.743955,-116.92755,92019,Self-Storage Facility,Warehouse & Self-Storage,"62,640",6335973,08508-Rancho San Diego-Resco LLC,CA,Energy Metrics,4,2006
1047 N Johnson Ave,Search Above for Results,2000-2009,FALSE, ,EL CAJON,San Diego,Not Certified, ,32.810132,-116.970563,92020,Self-Storage Facility,Warehouse & Self-Storage,"130,600",6335972,08017-El Cajon,CA,Energy Metrics,2,2006
477 Stevens Ave,Search Above for Results,2000-2009,FALSE, ,SOLANA BEACH,San Diego,Not Certified, ,32.991174,-117.26188,92075,Self-Storage Facility,Warehouse & Self-Storage,"93,888",6336100,08020-Solana Beach,CA,Energy Metrics,2,2006
3235 Tyler Street,Search Above for Results,2000-2009,FALSE, ,CARLSBAD,San Diego,Not Certified, ,33.156778,-117.346326,92008,Self-Storage Facility,Warehouse & Self-Storage,"110,615",6335962,25732-Carlsbad / Tyler St,CA,Energy Metrics,5,2008
3091 Oceanside Blvd,Search Above for Results,2000-2009,FALSE, ,OCEANSIDE,San Diego,Not Certified, ,33.2012,-117.334057,92054,Self-Storage Facility,Warehouse & Self-Storage,"92,703",4468952,"8448-Oceanside, CA",CA,Energy Metrics,1,2009
4567 Oceanside Boulevard,Search Above for Results,2000-2009,FALSE, ,OCEANSIDE,San Diego,Not Certified, ,33.21253,-117.27444,92056,Self-Storage Facility,Warehouse & Self-Storage,"130,323",3663535,0645-Oceanside - Oceanside Boulevard,CA,Energy Metrics,2,2009
